Label,FilePath,FileName,Duration (seconds)
backward,AudioData\backward\0d6d7360_nohash_4.wav,0d6d7360_nohash_4.wav,1.0
backward,AudioData\backward\0d82fd99_nohash_0.wav,0d82fd99_nohash_0.wav,1.0
backward,AudioData\backward\0d82fd99_nohash_1.wav,0d82fd99_nohash_1.wav,1.0
backward,AudioData\backward\0d82fd99_nohash_2.wav,0d82fd99_nohash_2.wav,1.0
backward,AudioData\backward\0d82fd99_nohash_3.wav,0d82fd99_nohash_3.wav,1.0
backward,AudioData\backward\0d85a428_nohash_0.wav,0d85a428_nohash_0.wav,0.6965625
backward,AudioData\backward\0d90d8e1_nohash_0.wav,0d90d8e1_nohash_0.wav,1.0
backward,AudioData\backward\0d90d8e1_nohash_1.wav,0d90d8e1_nohash_1.wav,1.0
backward,AudioData\backward\0d90d8e1_nohash_2.wav,0d90d8e1_nohash_2.wav,1.0
backward,AudioData\backward\0d90d8e1_nohash_3.wav,0d90d8e1_nohash_3.wav,1.0
backward,AudioData\backward\0e6e36c9_nohash_0.wav,0e6e36c9_nohash_0.wav,1.0
backward,AudioData\backward\0e6e36c9_nohash_1.wav,0e6e36c9_nohash_1.wav,1.0
backward,AudioData\backward\0e6e36c9_nohash_2.wav,0e6e36c9_nohash_2.wav,1.0
backward,AudioData\backward\0e6e36c9_nohash_3.wav,0e6e36c9_nohash_3.wav,1.0
backward,AudioData\backward\0e6e36c9_nohash_4.wav,0e6e36c9_nohash_4.wav,1.0
backward,AudioData\backward\0e8ec1cb_nohash_0.wav,0e8ec1cb_nohash_0.wav,0.8533125
backward,AudioData\backward\0ea9c8ce_nohash_0.wav,0ea9c8ce_nohash_0.wav,1.0
backward,AudioData\backward\0ea9c8ce_nohash_1.wav,0ea9c8ce_nohash_1.wav,1.0
backward,AudioData\backward\0ea9c8ce_nohash_2.wav,0ea9c8ce_nohash_2.wav,1.0
backward,AudioData\backward\0ea9c8ce_nohash_3.wav,0ea9c8ce_nohash_3.wav,1.0
backward,AudioData\backward\0ea9c8ce_nohash_4.wav,0ea9c8ce_nohash_4.wav,1.0
backward,AudioData\backward\0f46028a_nohash_0.wav,0f46028a_nohash_0.wav,1.0
backward,AudioData\backward\0f46028a_nohash_1.wav,0f46028a_nohash_1.wav,1.0
backward,AudioData\backward\0f46028a_nohash_2.wav,0f46028a_nohash_2.wav,1.0
backward,AudioData\backward\0f46028a_nohash_3.wav,0f46028a_nohash_3.wav,1.0
backward,AudioData\backward\0f46028a_nohash_4.wav,0f46028a_nohash_4.wav,1.0
backward,AudioData\backward\0f7266cf_nohash_0.wav,0f7266cf_nohash_0.wav,1.0
backward,AudioData\backward\0f7266cf_nohash_1.wav,0f7266cf_nohash_1.wav,1.0
backward,AudioData\backward\0f7266cf_nohash_2.wav,0f7266cf_nohash_2.wav,1.0
backward,AudioData\backward\0f7266cf_nohash_3.wav,0f7266cf_nohash_3.wav,1.0
backward,AudioData\backward\113b3fbc_nohash_0.wav,113b3fbc_nohash_0.wav,1.0
backward,AudioData\backward\113b3fbc_nohash_1.wav,113b3fbc_nohash_1.wav,1.0
backward,AudioData\backward\113b3fbc_nohash_2.wav,113b3fbc_nohash_2.wav,1.0
backward,AudioData\backward\113b3fbc_nohash_3.wav,113b3fbc_nohash_3.wav,1.0
backward,AudioData\backward\113b3fbc_nohash_4.wav,113b3fbc_nohash_4.wav,1.0
backward,AudioData\backward\131e738d_nohash_0.wav,131e738d_nohash_0.wav,1.0
backward,AudioData\backward\131e738d_nohash_1.wav,131e738d_nohash_1.wav,1.0
backward,AudioData\backward\131e738d_nohash_2.wav,131e738d_nohash_2.wav,1.0
backward,AudioData\backward\131e738d_nohash_3.wav,131e738d_nohash_3.wav,1.0
backward,AudioData\backward\131e738d_nohash_4.wav,131e738d_nohash_4.wav,1.0
backward,AudioData\backward\13a93b33_nohash_0.wav,13a93b33_nohash_0.wav,1.0
backward,AudioData\backward\13dce503_nohash_0.wav,13dce503_nohash_0.wav,0.882375
backward,AudioData\backward\13dce503_nohash_1.wav,13dce503_nohash_1.wav,0.97525
backward,AudioData\backward\13dce503_nohash_2.wav,13dce503_nohash_2.wav,1.0
backward,AudioData\backward\1474273a_nohash_0.wav,1474273a_nohash_0.wav,0.8359375
backward,AudioData\backward\1474273a_nohash_1.wav,1474273a_nohash_1.wav,0.7894375
backward,AudioData\backward\1496195a_nohash_0.wav,1496195a_nohash_0.wav,1.0
backward,AudioData\backward\1496195a_nohash_1.wav,1496195a_nohash_1.wav,1.0
backward,AudioData\backward\1496195a_nohash_2.wav,1496195a_nohash_2.wav,1.0
backward,AudioData\backward\1496195a_nohash_3.wav,1496195a_nohash_3.wav,1.0
backward,AudioData\backward\14c7b073_nohash_0.wav,14c7b073_nohash_0.wav,1.0
backward,AudioData\backward\14c7b073_nohash_1.wav,14c7b073_nohash_1.wav,1.0
backward,AudioData\backward\14c7b073_nohash_2.wav,14c7b073_nohash_2.wav,1.0
backward,AudioData\backward\14c7b073_nohash_3.wav,14c7b073_nohash_3.wav,1.0
backward,AudioData\backward\14c7b073_nohash_4.wav,14c7b073_nohash_4.wav,1.0
backward,AudioData\backward\1589451d_nohash_0.wav,1589451d_nohash_0.wav,0.938625
backward,AudioData\backward\1589451d_nohash_1.wav,1589451d_nohash_1.wav,0.554625
backward,AudioData\backward\15dd287d_nohash_0.wav,15dd287d_nohash_0.wav,1.0
backward,AudioData\backward\15dd287d_nohash_1.wav,15dd287d_nohash_1.wav,1.0
backward,AudioData\backward\15dd287d_nohash_2.wav,15dd287d_nohash_2.wav,1.0
backward,AudioData\backward\15dd287d_nohash_3.wav,15dd287d_nohash_3.wav,1.0
backward,AudioData\backward\15dd287d_nohash_4.wav,15dd287d_nohash_4.wav,1.0
backward,AudioData\backward\171edea9_nohash_0.wav,171edea9_nohash_0.wav,1.0
backward,AudioData\backward\171edea9_nohash_1.wav,171edea9_nohash_1.wav,1.0
backward,AudioData\backward\171edea9_nohash_2.wav,171edea9_nohash_2.wav,1.0
backward,AudioData\backward\171edea9_nohash_3.wav,171edea9_nohash_3.wav,1.0
backward,AudioData\backward\171edea9_nohash_4.wav,171edea9_nohash_4.wav,1.0
backward,AudioData\backward\189cbabe_nohash_0.wav,189cbabe_nohash_0.wav,1.0
backward,AudioData\backward\189cbabe_nohash_1.wav,189cbabe_nohash_1.wav,1.0
backward,AudioData\backward\189cbabe_nohash_2.wav,189cbabe_nohash_2.wav,1.0
backward,AudioData\backward\189cbabe_nohash_3.wav,189cbabe_nohash_3.wav,1.0
backward,AudioData\backward\189cbabe_nohash_4.wav,189cbabe_nohash_4.wav,1.0
backward,AudioData\backward\18d84076_nohash_0.wav,18d84076_nohash_0.wav,1.0
backward,AudioData\backward\18e910f4_nohash_0.wav,18e910f4_nohash_0.wav,1.0
backward,AudioData\backward\18e910f4_nohash_1.wav,18e910f4_nohash_1.wav,1.0
backward,AudioData\backward\18e910f4_nohash_2.wav,18e910f4_nohash_2.wav,1.0
backward,AudioData\backward\18e910f4_nohash_3.wav,18e910f4_nohash_3.wav,1.0
backward,AudioData\backward\18f8afd5_nohash_0.wav,18f8afd5_nohash_0.wav,1.0
backward,AudioData\backward\18f8afd5_nohash_1.wav,18f8afd5_nohash_1.wav,1.0
backward,AudioData\backward\18f8afd5_nohash_2.wav,18f8afd5_nohash_2.wav,1.0
backward,AudioData\backward\18f8afd5_nohash_3.wav,18f8afd5_nohash_3.wav,1.0
backward,AudioData\backward\18f8afd5_nohash_4.wav,18f8afd5_nohash_4.wav,1.0
backward,AudioData\backward\18ffa72d_nohash_0.wav,18ffa72d_nohash_0.wav,0.6036875
backward,AudioData\backward\195c120a_nohash_0.wav,195c120a_nohash_0.wav,1.0
backward,AudioData\backward\195c120a_nohash_1.wav,195c120a_nohash_1.wav,1.0
backward,AudioData\backward\195c120a_nohash_2.wav,195c120a_nohash_2.wav,1.0
backward,AudioData\backward\1970b130_nohash_0.wav,1970b130_nohash_0.wav,1.0
backward,AudioData\backward\1970b130_nohash_1.wav,1970b130_nohash_1.wav,0.9813125
backward,AudioData\backward\19a1e5c7_nohash_0.wav,19a1e5c7_nohash_0.wav,0.7535
backward,AudioData\backward\1a0f9c63_nohash_0.wav,1a0f9c63_nohash_0.wav,0.6036875
backward,AudioData\backward\1a0f9c63_nohash_1.wav,1a0f9c63_nohash_1.wav,0.464375
backward,AudioData\backward\1a73dcd1_nohash_0.wav,1a73dcd1_nohash_0.wav,0.938625
backward,AudioData\backward\1a994c9f_nohash_0.wav,1a994c9f_nohash_0.wav,1.0
backward,AudioData\backward\1a994c9f_nohash_1.wav,1a994c9f_nohash_1.wav,1.0
backward,AudioData\backward\1a994c9f_nohash_2.wav,1a994c9f_nohash_2.wav,1.0
backward,AudioData\backward\1a994c9f_nohash_3.wav,1a994c9f_nohash_3.wav,1.0
backward,AudioData\backward\1a994c9f_nohash_4.wav,1a994c9f_nohash_4.wav,1.0
backward,AudioData\backward\1acc97de_nohash_0.wav,1acc97de_nohash_0.wav,1.0
backward,AudioData\backward\1acc97de_nohash_1.wav,1acc97de_nohash_1.wav,1.0
backward,AudioData\backward\1acc97de_nohash_2.wav,1acc97de_nohash_2.wav,1.0
backward,AudioData\backward\1acc97de_nohash_3.wav,1acc97de_nohash_3.wav,1.0
backward,AudioData\backward\1b18600d_nohash_0.wav,1b18600d_nohash_0.wav,1.0
backward,AudioData\backward\1b18600d_nohash_1.wav,1b18600d_nohash_1.wav,1.0
backward,AudioData\backward\1b42b551_nohash_0.wav,1b42b551_nohash_0.wav,1.0
backward,AudioData\backward\1b42b551_nohash_1.wav,1b42b551_nohash_1.wav,1.0
backward,AudioData\backward\1b42b551_nohash_2.wav,1b42b551_nohash_2.wav,1.0
backward,AudioData\backward\1b42b551_nohash_3.wav,1b42b551_nohash_3.wav,1.0
backward,AudioData\backward\1b42b551_nohash_4.wav,1b42b551_nohash_4.wav,1.0
backward,AudioData\backward\1b627376_nohash_0.wav,1b627376_nohash_0.wav,1.0
backward,AudioData\backward\1c76f5f3_nohash_0.wav,1c76f5f3_nohash_0.wav,0.8359375
backward,AudioData\backward\1c84a139_nohash_0.wav,1c84a139_nohash_0.wav,1.0
backward,AudioData\backward\1c84a139_nohash_1.wav,1c84a139_nohash_1.wav,1.0
backward,AudioData\backward\1c84a139_nohash_2.wav,1c84a139_nohash_2.wav,1.0
backward,AudioData\backward\1c84a139_nohash_3.wav,1c84a139_nohash_3.wav,1.0
backward,AudioData\backward\1c84a139_nohash_4.wav,1c84a139_nohash_4.wav,1.0
backward,AudioData\backward\1dc86f91_nohash_0.wav,1dc86f91_nohash_0.wav,1.0
backward,AudioData\backward\1dc86f91_nohash_1.wav,1dc86f91_nohash_1.wav,1.0
backward,AudioData\backward\1dc86f91_nohash_2.wav,1dc86f91_nohash_2.wav,1.0
backward,AudioData\backward\1dc86f91_nohash_3.wav,1dc86f91_nohash_3.wav,1.0
backward,AudioData\backward\1dc86f91_nohash_4.wav,1dc86f91_nohash_4.wav,1.0
backward,AudioData\backward\1e02ffc5_nohash_0.wav,1e02ffc5_nohash_0.wav,1.0
backward,AudioData\backward\1e02ffc5_nohash_1.wav,1e02ffc5_nohash_1.wav,1.0
backward,AudioData\backward\1e02ffc5_nohash_2.wav,1e02ffc5_nohash_2.wav,1.0
backward,AudioData\backward\1e02ffc5_nohash_3.wav,1e02ffc5_nohash_3.wav,1.0
backward,AudioData\backward\1e02ffc5_nohash_4.wav,1e02ffc5_nohash_4.wav,1.0
backward,AudioData\backward\1e9e6bdd_nohash_0.wav,1e9e6bdd_nohash_0.wav,1.0
backward,AudioData\backward\1e9e6bdd_nohash_1.wav,1e9e6bdd_nohash_1.wav,1.0
backward,AudioData\backward\1e9e6bdd_nohash_2.wav,1e9e6bdd_nohash_2.wav,1.0
backward,AudioData\backward\1e9e6bdd_nohash_3.wav,1e9e6bdd_nohash_3.wav,1.0
backward,AudioData\backward\1e9e6bdd_nohash_4.wav,1e9e6bdd_nohash_4.wav,1.0
backward,AudioData\backward\1ed0b13d_nohash_0.wav,1ed0b13d_nohash_0.wav,1.0
backward,AudioData\backward\1ed0b13d_nohash_1.wav,1ed0b13d_nohash_1.wav,1.0
backward,AudioData\backward\1ed0b13d_nohash_2.wav,1ed0b13d_nohash_2.wav,1.0
backward,AudioData\backward\1ed0b13d_nohash_3.wav,1ed0b13d_nohash_3.wav,1.0
backward,AudioData\backward\1ed0b13d_nohash_4.wav,1ed0b13d_nohash_4.wav,1.0
backward,AudioData\backward\1f3e4139_nohash_0.wav,1f3e4139_nohash_0.wav,1.0
backward,AudioData\backward\2005ca25_nohash_0.wav,2005ca25_nohash_0.wav,0.554625
backward,AudioData\backward\20a0d54b_nohash_0.wav,20a0d54b_nohash_0.wav,1.0
backward,AudioData\backward\211b928a_nohash_0.wav,211b928a_nohash_0.wav,1.0
backward,AudioData\backward\211b928a_nohash_1.wav,211b928a_nohash_1.wav,1.0
backward,AudioData\backward\211b928a_nohash_2.wav,211b928a_nohash_2.wav,1.0
backward,AudioData\backward\211b928a_nohash_3.wav,211b928a_nohash_3.wav,1.0
backward,AudioData\backward\211b928a_nohash_4.wav,211b928a_nohash_4.wav,1.0
backward,AudioData\backward\226537ab_nohash_0.wav,226537ab_nohash_0.wav,1.0
backward,AudioData\backward\226537ab_nohash_1.wav,226537ab_nohash_1.wav,1.0
backward,AudioData\backward\226537ab_nohash_2.wav,226537ab_nohash_2.wav,1.0
backward,AudioData\backward\226537ab_nohash_3.wav,226537ab_nohash_3.wav,1.0
backward,AudioData\backward\234d6a48_nohash_0.wav,234d6a48_nohash_0.wav,1.0
backward,AudioData\backward\234d6a48_nohash_1.wav,234d6a48_nohash_1.wav,1.0
backward,AudioData\backward\234d6a48_nohash_2.wav,234d6a48_nohash_2.wav,1.0
backward,AudioData\backward\234d6a48_nohash_3.wav,234d6a48_nohash_3.wav,1.0
backward,AudioData\backward\2356b88d_nohash_0.wav,2356b88d_nohash_0.wav,1.0
backward,AudioData\backward\235b444f_nohash_0.wav,235b444f_nohash_0.wav,1.0
backward,AudioData\backward\235b444f_nohash_1.wav,235b444f_nohash_1.wav,1.0
backward,AudioData\backward\235b444f_nohash_2.wav,235b444f_nohash_2.wav,1.0
backward,AudioData\backward\235b444f_nohash_3.wav,235b444f_nohash_3.wav,1.0
backward,AudioData\backward\236b6113_nohash_0.wav,236b6113_nohash_0.wav,0.896
backward,AudioData\backward\23add12a_nohash_0.wav,23add12a_nohash_0.wav,0.7253125
backward,AudioData\backward\23add12a_nohash_1.wav,23add12a_nohash_1.wav,0.7253125
backward,AudioData\backward\23da904f_nohash_0.wav,23da904f_nohash_0.wav,1.0
backward,AudioData\backward\23da904f_nohash_1.wav,23da904f_nohash_1.wav,1.0
backward,AudioData\backward\23da904f_nohash_2.wav,23da904f_nohash_2.wav,1.0
backward,AudioData\backward\23da904f_nohash_3.wav,23da904f_nohash_3.wav,1.0
backward,AudioData\backward\23da904f_nohash_4.wav,23da904f_nohash_4.wav,1.0
backward,AudioData\backward\244cc3a5_nohash_0.wav,244cc3a5_nohash_0.wav,0.882375
backward,AudioData\backward\24a3e589_nohash_0.wav,24a3e589_nohash_0.wav,1.0
backward,AudioData\backward\24a3e589_nohash_1.wav,24a3e589_nohash_1.wav,1.0
backward,AudioData\backward\24a3e589_nohash_2.wav,24a3e589_nohash_2.wav,1.0
backward,AudioData\backward\24a3e589_nohash_3.wav,24a3e589_nohash_3.wav,1.0
backward,AudioData\backward\24cab2cb_nohash_0.wav,24cab2cb_nohash_0.wav,0.810625
backward,AudioData\backward\24cab2cb_nohash_1.wav,24cab2cb_nohash_1.wav,0.768
backward,AudioData\backward\256c0a05_nohash_0.wav,256c0a05_nohash_0.wav,1.0
backward,AudioData\backward\256c0a05_nohash_1.wav,256c0a05_nohash_1.wav,1.0
backward,AudioData\backward\256c0a05_nohash_2.wav,256c0a05_nohash_2.wav,1.0
backward,AudioData\backward\256c0a05_nohash_3.wav,256c0a05_nohash_3.wav,1.0
backward,AudioData\backward\256c0a05_nohash_4.wav,256c0a05_nohash_4.wav,1.0
backward,AudioData\backward\25e95412_nohash_0.wav,25e95412_nohash_0.wav,1.0
backward,AudioData\backward\25e95412_nohash_1.wav,25e95412_nohash_1.wav,1.0
backward,AudioData\backward\25e95412_nohash_2.wav,25e95412_nohash_2.wav,1.0
backward,AudioData\backward\25e95412_nohash_3.wav,25e95412_nohash_3.wav,1.0
backward,AudioData\backward\25e95412_nohash_4.wav,25e95412_nohash_4.wav,1.0
backward,AudioData\backward\25e95412_nohash_5.wav,25e95412_nohash_5.wav,1.0
backward,AudioData\backward\262d7a03_nohash_0.wav,262d7a03_nohash_0.wav,0.7253125
backward,AudioData\backward\262d7a03_nohash_1.wav,262d7a03_nohash_1.wav,0.5973125
backward,AudioData\backward\2748cce7_nohash_0.wav,2748cce7_nohash_0.wav,1.0
backward,AudioData\backward\2748cce7_nohash_1.wav,2748cce7_nohash_1.wav,1.0
backward,AudioData\backward\2748cce7_nohash_2.wav,2748cce7_nohash_2.wav,1.0
backward,AudioData\backward\27c24504_nohash_0.wav,27c24504_nohash_0.wav,1.0
backward,AudioData\backward\27c24504_nohash_1.wav,27c24504_nohash_1.wav,1.0
backward,AudioData\backward\27c24504_nohash_2.wav,27c24504_nohash_2.wav,1.0
backward,AudioData\backward\29229c21_nohash_0.wav,29229c21_nohash_0.wav,1.0
backward,AudioData\backward\29229c21_nohash_1.wav,29229c21_nohash_1.wav,1.0
backward,AudioData\backward\29229c21_nohash_2.wav,29229c21_nohash_2.wav,1.0
backward,AudioData\backward\29229c21_nohash_3.wav,29229c21_nohash_3.wav,1.0
backward,AudioData\backward\29229c21_nohash_4.wav,29229c21_nohash_4.wav,1.0
backward,AudioData\backward\2927c601_nohash_0.wav,2927c601_nohash_0.wav,1.0
backward,AudioData\backward\2927c601_nohash_1.wav,2927c601_nohash_1.wav,1.0
backward,AudioData\backward\2927c601_nohash_2.wav,2927c601_nohash_2.wav,1.0
backward,AudioData\backward\2927c601_nohash_3.wav,2927c601_nohash_3.wav,1.0
backward,AudioData\backward\2927c601_nohash_4.wav,2927c601_nohash_4.wav,1.0
backward,AudioData\backward\29dce108_nohash_0.wav,29dce108_nohash_0.wav,1.0
backward,AudioData\backward\29dce108_nohash_1.wav,29dce108_nohash_1.wav,1.0
backward,AudioData\backward\29dce108_nohash_2.wav,29dce108_nohash_2.wav,1.0
backward,AudioData\backward\29dce108_nohash_3.wav,29dce108_nohash_3.wav,1.0
backward,AudioData\backward\2a1f4853_nohash_0.wav,2a1f4853_nohash_0.wav,1.0
backward,AudioData\backward\2a1f4853_nohash_1.wav,2a1f4853_nohash_1.wav,1.0
backward,AudioData\backward\2a1f4853_nohash_2.wav,2a1f4853_nohash_2.wav,1.0
backward,AudioData\backward\2a1f4853_nohash_3.wav,2a1f4853_nohash_3.wav,1.0
backward,AudioData\backward\2a1f4853_nohash_4.wav,2a1f4853_nohash_4.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_0.wav,2aca1e72_nohash_0.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_1.wav,2aca1e72_nohash_1.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_10.wav,2aca1e72_nohash_10.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_11.wav,2aca1e72_nohash_11.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_12.wav,2aca1e72_nohash_12.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_13.wav,2aca1e72_nohash_13.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_2.wav,2aca1e72_nohash_2.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_3.wav,2aca1e72_nohash_3.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_4.wav,2aca1e72_nohash_4.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_5.wav,2aca1e72_nohash_5.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_6.wav,2aca1e72_nohash_6.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_7.wav,2aca1e72_nohash_7.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_8.wav,2aca1e72_nohash_8.wav,1.0
backward,AudioData\backward\2aca1e72_nohash_9.wav,2aca1e72_nohash_9.wav,1.0
backward,AudioData\backward\2b5e346d_nohash_0.wav,2b5e346d_nohash_0.wav,1.0
backward,AudioData\backward\2b5e346d_nohash_1.wav,2b5e346d_nohash_1.wav,1.0
backward,AudioData\backward\2b5e346d_nohash_2.wav,2b5e346d_nohash_2.wav,1.0
backward,AudioData\backward\2e75d37a_nohash_0.wav,2e75d37a_nohash_0.wav,1.0
backward,AudioData\backward\2e75d37a_nohash_1.wav,2e75d37a_nohash_1.wav,1.0
backward,AudioData\backward\2e75d37a_nohash_2.wav,2e75d37a_nohash_2.wav,1.0
backward,AudioData\backward\2e75d37a_nohash_3.wav,2e75d37a_nohash_3.wav,1.0
backward,AudioData\backward\2f0ce4d9_nohash_0.wav,2f0ce4d9_nohash_0.wav,1.0
backward,AudioData\backward\2f0ce4d9_nohash_1.wav,2f0ce4d9_nohash_1.wav,1.0
backward,AudioData\backward\2f0ce4d9_nohash_2.wav,2f0ce4d9_nohash_2.wav,1.0
backward,AudioData\backward\2fcb6397_nohash_0.wav,2fcb6397_nohash_0.wav,1.0
backward,AudioData\backward\2fcb6397_nohash_1.wav,2fcb6397_nohash_1.wav,1.0
backward,AudioData\backward\2fcb6397_nohash_2.wav,2fcb6397_nohash_2.wav,1.0
backward,AudioData\backward\2fcb6397_nohash_3.wav,2fcb6397_nohash_3.wav,1.0
backward,AudioData\backward\2fcb6397_nohash_4.wav,2fcb6397_nohash_4.wav,1.0
